1;Test soru 4;Test cevap 1;1;2025-04-28 00:00:00.000;NULL;a4a9ec92-8801-4602-9a92-9b1cb3488268
2;ben bir soru muyum?;evet;0;2025-04-28 16:48:46.710;NULL;a4a9ec92-8801-4602-9a92-9b1cb3488268
5;NULL;NULL;1;2025-04-29 12:58:41.907;NULL;a4a9ec92-8801-4602-9a92-9b1cb3488268
6;When are course registrations?;"September 15: 4th-year undergraduate and 2nd-year associate/graduate students can register,  September 16: 3rd-year undergraduate and 1st-year associate/graduate students,  September 17: 2nd-year undergraduate, associate, and graduate students,  September 18: 1st-year undergraduate, associate, and graduate students can register. ";0;2025-04-29 20:20:32.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
9;sasa;asasasas;1;2025-05-02 17:12:07.267;NULL;ca453343-5c8e-4840-b670-8c117146be81
13;What is the email of Habibe Aktay?;habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
14;How can I reach Habibe Aktay?;You can email her at habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
15;Who is Habibe Aktay?;She is a lecturer at Işık University. Email: habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
16;What is Çiğdem Çavdaroğlu Akkoç's email?;cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
17;Who is Dr. Çiğdem Çavdaroğlu Akkoç?;She is a faculty member. Email: cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
18;Email address of Elif Deniz Yelmenoğlu?;deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
19;How to contact Elif Deniz Yelmenoğlu?;You can email her at deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
20;Who is Elif Deniz Yelmenoğlu?;She is a lecturer at Işık University. Email: deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
21;How do I email Dean Serhat Koloğlugil?;Email: serhat.kologlugil@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
22;Dean of Işık University?;Prof. Serhat Koloğlugil - serhat.kologlugil@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
23;Contact info for Şahin Aydın?;sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
24;Who is Şahin Aydın?;He is the head of the Information Technologies department. Email: sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
25;What is the email address of the IT department head?;sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
26;Lecturer Habibe Aktay contact info?;Email: habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
27;Who is the dean of the university?;Prof. Serhat Koloğlugil - serhat.kologlugil@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
28;What is the email for Çiğdem Akkoç?;cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
29;How can I ask a question to Habibe Aktay?;You can reach her at habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
30;Faculty email of Gülsüm Çiğdem Çavdaroğlu Akkoç?;cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
31;What is the role of Serhat Koloğlugil?;He is the dean of Işık University. Email: serhat.kologlugil@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
32;Who is the department head of Information Technologies?;Dr. Şahin Aydın - sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
33;Academic email of Elif Deniz Yelmenoğlu?;deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
34;Where can I find the contact of Sahin Aydin?;sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
35;Is Habibe Aktay a lecturer?;Yes, she is a lecturer. Email: habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
36;How do I send an email to Dr. Akkoç?;Use: cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
37;What does Şahin Aydın do?;He is the head of the IT department. sahin.aydin@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
38;Can I contact Elif Deniz Yelmenoğlu by email?;Yes, deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
39;Dr. Çiğdem Akkoç email?;cigdem.cavdaroglu@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
40;Who is the lecturer named Aktay?;Habibe Aktay - habibe.aktay@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
41;Email for the Dean?;serhat.kologlugil@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
42;How to reach Dr. Yelmenoğlu?;Email: deniz.yigitbasi@isikun.edu.tr;0;2025-05-05 13:51:57.737;NULL;ca453343-5c8e-4840-b670-8c117146be81
44;When can I register for fall semester courses?;Course registration starts on September 15, 2025.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
45;What is the course registration date for 4th-year students?;4th-year students can register on September 15, 2025.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
46;What day is the course registration for 3rd-year students?;3rd-year students can register on September 16, 2025.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
47;Which date is assigned to 2nd-year students for course registration?;2nd-year students can register on September 17, 2025.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
48;When do 1st-year students register for courses?;1st-year students register on September 18, 2025.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
49;What is the fall course registration schedule?;September 15 to 18, 2025, based on student year level.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
50;Is there a specific date for associate students to register?;Yes, associate students register from September 15 to 18, depending on year.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
51;Can graduate students register for fall semester on September 15?;Yes, graduate students starting their 2nd year register on September 15.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
52;When does online course registration open for fall?;Online course registration begins on September 15 at 9:00 AM.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
53;What time can I start registering for fall semester courses?;Registration opens at 9:00 AM on September 15.;0;2025-05-05 21:07:25.780;NULL;ca453343-5c8e-4840-b670-8c117146be81
54;What is the add/drop deadline?;The add/drop deadline is October 11, 2025.;0;2025-05-05 21:32:09.463;NULL;ca453343-5c8e-4840-b670-8c117146be81
55;When can I change my courses?;You can change your courses until the add/drop deadline: October 4, 2025.;0;2025-05-05 23:18:56.330;NULL;ca453343-5c8e-4840-b670-8c117146be81
56;I forgot my Blackboard password. How can I reset it?;You can reset your Blackboard password by contacting the IT support team or using the password reset link on the Blackboard login page.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
57;How can I access Blackboard?;You can access Blackboard through the university’s website or directly via blackboard.isikun.edu.tr using your student credentials.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
58;I can't log into Blackboard. What should I do?;If you're having trouble logging into Blackboard, check your credentials and internet connection. If the issue persists, contact uzem.destek@isikun.edu.tr or call 444 0 799 - 62 28 for assistance.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
59;Where do I get help for online course platform problems?;For problems related to the Online Education System, contact uzem.destek@isikun.edu.tr or call 444 0 799 - 62 28.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
60;Who should I contact for technical support with online classes?;You can reach out to uzem.destek@isikun.edu.tr or call 444 0 799 - 62 28 for technical assistance regarding online classes.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
61;How to recover my university email password?;You can contact the IT department to reset your university email password.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
62;I am unable to submit assignments on Blackboard. What should I do?;Please ensure your files meet the size and format requirements. If the issue continues, contact uzem.destek@isikun.edu.tr.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
63;The Blackboard system is down. Who do I inform?;If Blackboard is not working, report the issue to the IT department or contact uzem.destek@isikun.edu.tr.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
64;Can I access Blackboard on my phone?;Yes, you can access Blackboard via its mobile app or using a browser on your phone.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
65;What is the contact for technical issues with course platforms?;For technical issues, email uzem.destek@isikun.edu.tr or call 444 0 799 - 62 28.;0;2025-05-05 21:14:31.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
66;When can 4th-year undergraduate students register for courses?;4th-year undergraduate students can register on September 15.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
67;What is the course registration date for second-year associate students?;2nd-year associate students can register on September 15.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
68;When do 3rd-year undergraduate students register for courses?;3rd-year undergraduate students can register on September 16.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
69;On which date can first-year associate degree students register?;1st-year associate students can register on September 16.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
70;When is registration for second-year undergraduate students?;2nd-year undergraduate students can register on September 17.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
71;Which date is course registration for graduate students?;Graduate students can register depending on their year: 2nd-year on September 15, 1st-year on September 16-18.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
72;When do 1st-year undergraduate students register for classes?;1st-year undergraduate students can register on September 18.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
73;I am a 2nd-year associate student. When can I enroll in courses?;You can register for courses on September 15.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
74;I am in my first year of undergraduate studies. What is my course registration date?;1st-year undergraduate students can register on September 18.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
75;When is course registration open for 3rd-year students?;3rd-year undergraduate students can register on September 16.;0;2025-05-06 00:17:21.537;NULL;ca453343-5c8e-4840-b670-8c117146be81
76;How do I go to Kadikoy from Sile?;You can take the free shuttle from Sile to Kadikoy. It departs at 15:30 and 17:45 on weekdays.;0;2025-05-06 18:03:44.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
77;Is there a shuttle from Sile to Kadikoy?;Yes, there is a free shuttle departing at 15:30 and 17:45 from Sile to Kadikoy on weekdays.;0;2025-05-06 18:03:44.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
78;What time does the shuttle leave from Sile to Kadikoy?;The shuttle leaves Sile for Kadikoy at 15:30 and 17:45 on weekdays.;0;2025-05-06 18:03:44.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
79;Are there transportation options from Sile to Kadikoy?;Yes, free shuttle services are available from Sile to Kadikoy at 15:30 and 17:45 on weekdays.;0;2025-05-06 18:03:44.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
80;Can I go to Kadikoy from Sile by shuttle?;Yes, there is a free shuttle from Sile to Kadikoy at 15:30 and 17:45 during weekdays.;0;2025-05-06 18:03:44.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
81;What time does the free shuttle from Cekmekoy to Sile depart?;The free shuttle from Cekmekoy Metrogarden to Sile departs at 07:00, 07:10, 07:15, 07:20, 07:30, 09:30, 12:30, and 17:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
82;When does the shuttle leave from Sile to Kadikoy?;The free shuttle from Sile to Kadikoy departs at 15:30 and 17:45 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
83;Is there a free shuttle from Maslak to Sile?;Yes, there is a free shuttle from Maslak to Sile at 07:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
84;When is the paid shuttle from Kadikoy to Campus?;The paid shuttle from Kadikoy to campus departs at 09:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
85;At what time does the shuttle leave the campus to Kadikoy?;The shuttle from campus to Kadikoy departs at 13:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
86;Are there shuttles on weekends?;No, free shuttle services are not available on weekends and holidays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
87;Do the Metrogarden to Sile shuttles stop at intermediate stations?;No, shuttles between Metrogarden and Sile Campus do not stop at intermediate stations.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
88;What time is the shuttle from Campus to Maslak?;The paid shuttle from campus to Maslak departs at 14:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
89;Is the Kadikoy-Sile shuttle free?;Yes, the Kadikoy to Sile shuttle is free and departs at 07:00 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
90;What is the return time for the last free shuttle from Sile to Cekmekoy?;The last free shuttle from Sile to Cekmekoy Metrogarden departs at 21:30 on weekdays.;0;2025-05-06 17:36:41.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
91;Is there a library in Sile Campus?;Yes, Sile Campus has a library for student use.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
92;Where is the library located in Sile Campus?;The library is located in the DK building of Sile Campus.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
93;What are the opening hours of the library in Sile Campus?;The library in Sile Campus is open from 08:30 AM to 05:30 PM on weekdays.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
94;Is there a library in Maslak Campus?;Yes, there is a library in Maslak Campus for students and staff.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
95;Where is the Maslak Campus library located?;The library in Maslak Campus is located on the second floor of Block A.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
96;What are the working hours of the library in Maslak Campus?;The Maslak Campus library is open from 09:00 AM to 06:00 PM on weekdays.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
97;Can I borrow books from the campus libraries?;Yes, registered students can borrow books using their student ID.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
98;How many books can I borrow from the university library?;Students can borrow up to 3 books at once from the university library.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
99;How long can I keep borrowed books?;Borrowed books can be kept for 15 days and can be renewed if not requested.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
100;Is the library open on weekends?;No, the library is closed on weekends and public holidays.;0;2025-05-06 18:40:00.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
101;Why does my student portal show I'm in 3rd year when I'm actually in 4th year?;Your class level in the system is determined by your earned credits. If your credits are not sufficient, you may still appear as 3rd year.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
102;I'm in my 2nd year but the system shows I'm in 1st year. Why?;The system reflects your class level based on how many credits you have successfully completed.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
103;What determines the class level shown in e-Campus?;The class level is based on your total completed credits, not your enrollment year.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
104;I’m a senior but I’m listed as a junior in the system. What should I do?;You should check if you’ve completed enough credits. The system updates your class level accordingly.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
105;Does my class level in the system affect my course registration date?;Yes, course registration days are assigned based on the class level shown in the system.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
106;Why am I not considered a senior in the portal even though it's my final year?;Unless you've completed enough credits for senior status, the system will still categorize you at a lower level.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
107;Is my real academic year different from the system’s classification?;Yes, if you haven't earned the required credits, the system might show a lower class level than your actual academic year.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
108;I don’t understand why I’m shown as a freshman.;If your credit accumulation is low, the system assigns you to the class level that matches your progress.;0;2025-05-06 21:08:05.290;NULL;ca453343-5c8e-4840-b670-8c117146be81
109;When does course registration take place at Isik University?;Course registration takes place the week before classes start, as indicated in the academic calendar.;0;2025-05-06 18:30:45.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
110;Can I make changes to my course registration after classes begin?;Yes, students can add or drop courses during the add/drop period specified in the academic calendar.;0;2025-05-06 18:30:45.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
111;What happens if I miss the regular course registration period?;You can register during the add/drop period by fulfilling financial obligations, but late fees may apply.;0;2025-05-06 18:30:45.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
112;Is it necessary for an advisor to approve my course registration?;Yes, all course registrations must be reviewed and approved by your academic advisor.;0;2025-05-06 18:30:45.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
113;What is the maximum credit load I can take in a semester?;The standard credit load is 30 ECTS. Maximum allowed varies with GPA: up to 31 ECTS for GPA <=2.49, 37 for 2.50-3.49, 43 for 3.50+, 45 for double majors.;0;2025-05-06 18:30:45.000;NULL;ca453343-5c8e-4840-b670-8c117146be81
